Sample_ID,Accession,Continent,Country,Region,Strain,Latitude,Longitude,year_of_collection,Pot.Field,Host,avg_gw_coverage,num_het_pos,var_het_ratio,mating_type,Status_world,Status_ext_eur,Status_recent_ext_eur,excluded_reason,avrpm17_covg_ratio,AvrPm17_variant,avrpm17_cluster,pheno_amigo,pheno_pm3e2,fs_level_1,fs_level_2,fs_level_3,fs_level_4,fs_level_5,fs_level_6,fs_level_7,fs_level_8,fs_level_9,fs_level_10,anc1,anc2,anc3,anc4,anc5,anc6,anc7,anc8,anc9,wind_coord1,wind_coord2,wind_coord3,bio2,bio3,bio4,bio7,bio8,bio16,bio19,hurs_range,rsds_range,vpd_range,clt_mean,clt_range
CHN_37-38,SRR7299505,Asia,China,China: Hebei,tritici,38.066667,114.483333,2011,NA,NA,30.09,78751,3.235,1_2_1,Included,Excluded,Excluded,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,0.015276,1e-05,1e-05,1e-05,1e-05,1e-05,0.984654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN_39-1,SRR7299504,Asia,China,China: Hebei,tritici,36.6,114.483333,2011,NA,NA,21.77,77023,3.168,1_2_1,Included,Excluded,Excluded,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,1e-05,0.0728,1e-05,1e-05,1e-05,1e-05,0.92713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN_39-19,SRR7299503,Asia,China,China: Hebei,tritici,36.6,114.483333,2011,NA,NA,44.45,91710,3.148,1_2_1,Included,Excluded,Excluded,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN_39-5,SRR7299497,Asia,China,China: Hebei,tritici,36.6,114.483333,2011,NA,NA,29.86,80332,3.232,1_2_1,Included,Excluded,Excluded,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,1e-05,0.038232,1e-05,1e-05,1e-05,1e-05,0.961698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN_40-2,SRR7299501,Asia,China,China: Shandong,tritici,36.666667,116.983333,2011,NA,NA,31.63,81472,3.226,1_1_3,Included,Excluded,Excluded,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,1e-05,0.036036,1e-05,1.6e-05,1e-05,1e-05,0.963889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN_45-10,SRR4042188,Asia,China,China: Gansu,tritici,34.765556,105.291667,2011,NA,NA,25.44,74251,2.979,1_1_3,Included,Excluded,Excluded,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,0.035452,1e-05,1e-05,0.208849,1e-05,1e-05,0.755639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN_45-6,SRR4042192,Asia,China,China: Anhui,tritici,34.765556,105.291667,2011,NA,NA,27.63,78898,3.196,1_2_1,Included,Excluded,Excluded,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,1e-05,0.065644,1e-05,1e-05,1e-05,1e-05,0.934286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN_46-30,SRR4042194,Asia,China,China: Gansu,tritici,34.765556,105.291667,2011,NA,NA,26.01,69167,3.324,1_1_3,Included,Excluded,Excluded,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,0.028507,1e-05,1e-05,0.175574,1e-05,1e-05,0.795859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN_47-1,SRR7299498,Asia,China,China: Gansu,tritici,32.916667,104.766667,2011,NA,NA,23.28,78945,3.368,1_2_1,Included,Excluded,Excluded,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN_47-3,SRR4042193,Asia,China,China: Ganzu,tritici,32.916667,104.766667,2011,NA,NA,30.85,77627,3.048,1_2_1,Included,Excluded,Excluded,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,0.026993,1e-05,1e-05,0.191239,1e-05,1e-05,0.781708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN_49-1,SRR7299459,Asia,China,China: Xinjiang,tritici,43.916667,81.316667,2011,NA,NA,32.23,75440,3.267,1_2_1,Included,Excluded,Excluded,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,0.051948,1e-05,1e-05,0.083481,1e-05,1e-05,0.864511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN_5-112,SRR7299460,Asia,China,China: Shanxi,tritici,34.283333,107.75,2011,NA,NA,15.77,69482,3.176,1_1_3,Included,Excluded,Excluded,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,0.000101,1e-05,0.010981,1e-05,1e-05,0.716532,1e-05,0.272336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN_5-36,SRR7299461,Asia,China,China: Shanxi,tritici,34.283333,107.75,2011,NA,NA,22.87,87443,2.724,1_2_1,Included,Excluded,Excluded,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,0.018037,1e-05,1e-05,1e-05,1e-05,1e-05,0.981893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN_5-83,SRR4042200,Asia,China,China: Shannxi,tritici,34.283333,107.75,2011,NA,NA,20.13,83162,2.53,1_2_1,Included,Excluded,Excluded,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,0.025669,1e-05,1e-05,0.07255,1e-05,1e-05,0.901722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN_5-93,SRR7299462,Asia,China,China: Shanxi,tritici,34.283333,107.75,2011,NA,NA,31.6,74824,3.614,1_2_1,Included,Excluded,Excluded,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,1e-05,1.9e-05,1e-05,1e-05,1e-05,1e-05,0.999911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN_50-2,SRR7299463,Asia,China,China: Xinjiang,tritici,43.916667,81.316667,2011,NA,NA,25.17,82606,3.077,1_1_3,Included,Excluded,Excluded,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,1e-05,0.082984,1e-05,1e-05,1e-05,1e-05,0.916946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN_51-3,SRR7299464,Asia,China,China: Xinjiang,tritici,43.451111,83.147778,2011,NA,NA,17.8,74041,3.273,1_2_1,Included,Excluded,Excluded,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,1e-05,1.9e-05,1e-05,1e-05,1e-05,1e-05,0.999911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN_6-6,SRR7299450,Asia,China,China: Shannxi,tritici,34.411389,107.699722,2011,NA,NA,28.38,82055,3.205,1_2_1,Included,Excluded,Excluded,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN_6-69,SRR4042201,Asia,China,China: Shannxi,tritici,34.411389,107.699722,2011,NA,NA,28.38,82055,3.205,1_2_1,Included,Excluded,Excluded,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN_7-8,SRR4042202,Asia,China,China: Shannxi,tritici,34.158,108.214,2011,NA,NA,31.75,81611,3.233,1_2_1,Included,Excluded,Excluded,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN_9-2,SRR7299478,Asia,China,China: Yunnan,tritici,24.45,98.6,2011,NA,NA,27.3,75631,3.325,1_2_1,Included,Excluded,Excluded,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN_E21,SRR7299492,Asia,China,China: Beijing,tritici,39.916667,116.383333,2011,NA,NA,26.81,70839,3.626,1_1_3,Included,Excluded,Excluded,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN_GZ-10,SRR7299491,Asia,China,China: Guizhou,tritici,26.65,106.633333,2013,NA,NA,23.28,73354,3.339,1_2_1,Included,Excluded,Excluded,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN_GZ-6,SRR7299493,Asia,China,China: Guizhou,tritici,26.65,106.633333,2013,NA,NA,29.76,73476,3.11,1_2_1,Included,Excluded,Excluded,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,0.036045,1e-05,1e-05,0.129411,1e-05,1e-05,0.834484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN_HB-13,SRR7299508,Asia,China,China: Hubei,tritici,32.017,112.133,2013,NA,NA,32.94,85167,2.948,1_1_3,Included,Excluded,Excluded,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,0.0139,0.006609,1e-05,1e-05,1.1e-05,1e-05,0.97943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN_HB-21,SRR7299482,Asia,China,China: Hubei,tritici,32.133333,112.75,2013,NA,NA,23.15,75395,3.36,1_2_1,Included,Excluded,Excluded,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,1e-05,0.047709,1e-05,1e-05,1e-05,1e-05,0.952221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN_HB-22,SRR7299455,Asia,China,China: Hubei,tritici,32.264,111.653,2013,NA,NA,37.4,89814,2.997,1_1_3,Included,Excluded,Excluded,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,1e-05,0.088072,1e-05,0.025019,1e-05,1e-05,0.88685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN_HB-24,SRR7299456,Asia,China,China: Hubei,tritici,32.264,111.653,2013,NA,NA,25.28,71226,3.183,1_2_1,Included,Excluded,Excluded,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,0.040104,1e-05,1e-05,0.155419,1e-05,1e-05,0.804417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN_HG-1,SRR7299454,Asia,China,China: Hubei,tritici,30.45,114.8,2013,NA,NA,24.16,71690,3.582,1_2_1,Included,Excluded,Excluded,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN_SC-12,SRR7299452,Asia,China,China: Sichuan,tritici,30.657,104.066,2013,NA,NA,28.57,72838,3.177,1_1_3,Included,Excluded,Excluded,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,0.020554,1e-05,1e-05,0.212276,1e-05,1e-05,0.76711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN_SD-3,SRR7299475,Asia,China,China: Shandong,tritici,36.2004,117.087,2013,NA,NA,30.91,86724,3.134,1_1_3,Included,Excluded,Excluded,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,1e-05,0.069126,1e-05,1e-05,1e-05,1e-05,0.930804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN_SD-5,SRR4042190,Asia,China,China: Shandong,tritici,36.2004,117.087,2013,NA,NA,24.65,72020,3.31,1_1_3,Included,Excluded,Excluded,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,0.035378,1e-05,1e-05,1e-05,1e-05,1e-05,0.964552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHNY072301,ERR13759321,Europe,Switzerland,Nyon,tritici,46.39858333,6.23344444,2023,Field,NA,20.79,93773,2.23,1_1_3,Included,Included,Included,NA,1.838,C,3,0,NA,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,0.007263,1e-05,1e-05,1e-05,1e-05,0.992667,1e-05,1e-05,1e-05,-534.912594327064,-115.789667784267,43.0085235594269,-0.674598776022225,-0.491187768969085,-0.248602463551834,-0.600106512583949,-1.22373274522003,1.26326120817109,1.53559889583498,-0.992562323695774,-0.65555560639928,-0.514862158354314,0.323762280826036,-1.22202263754089
CHST042201,ERR13759366,Europe,Switzerland,Stäfa,tritici,47.236404,8.734663,2022,Pot,6n,35.4,99241,2.311,1_1_3,Included,Included,Included,NA,1.945,C,NA,NA,A,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,0.016728,1e-05,1e-05,1e-05,1e-05,0.983202,1e-05,1e-05,1e-05,-573.579437267416,-95.708182618921,29.2522500402028,-0.25124893022383,-0.144487033036845,-0.0131861313475558,-0.237718595565745,1.01434716368079,2.65391861032819,1.1269674192581,-0.971444499654144,-1.18365049763143,-0.684371572601529,0.363659465518141,-1.72181395789245
CHST042202,ERR13759367,Europe,Switzerland,Stäfa,tritici,47.236404,8.734663,2022,Pot,6n,38.71,100705,2.331,1_1_3,Excluded,Excluded,Excluded,clone_CHST042201,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHTG062201,ERR13759364,Europe,Switzerland,Thurgau,tritici,47.55395789,9.226681129,2022,Pot,4n,36.85,95878,2.376,1_1_3,Included,Included,Included,NA,1.93,C,4,NA,A,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,-612.862765382764,-75.9811624276438,16.4150733235952,-0.843938714341584,-0.900924934029594,0.18208167908545,-0.310196178969386,0.994364307351311,1.71535909721212,0.570582188438719,-0.440482066607455,-1.22303165700204,-0.663119646039191,0.65801202813545,-1.30557437802519
CHVD042201,ERR12982984,Europe,Switzerland,Begnins Vaud,tritici,46.45,6.25,2022,Field,NA,68.6,109090,2.26,1_2_1,Included,Included,Included,NA,1.92,C,4,0,V,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,-534.912594327064,-115.789667784267,43.0085235594269,-0.970943668081102,-0.633020110234447,-0.500443191026179,-0.962494429602153,-1.42356130851475,1.70032496313475,1.98924909440763,-0.730097939178376,-0.749812151778123,-0.763813298084552,0.563145388978666,-0.653870802247632
CHZR022201,ERR13758446,Europe,Switzerland,Zurich,tritici,47.356058,8.59774,2022,Pot,6n,84.5,114413,2.187,1_1_3,Included,Included,Included,NA,1.762,H,NA,NA,NA,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR2,E_EUR2,0.055052,1e-05,1e-05,1e-05,1e-05,0.926534,0.014714,1e-05,0.00365,-611.879379563465,-96.160994767783,10.6894531701204,-0.29358391480367,0.0288631470658971,-0.301525514977603,-0.479310540244548,0.77455288772712,2.2232980556834,1.02307806080634,-0.754232595225953,-1.1048881788902,-0.80429315820329,0.802528497131297,-1.29645964269963
CHZR042202,ERR13759373,Europe,Switzerland,Zurich,tritici,47.407442,8.559812,2022,Pot,4n,37.86,91832,2.44,1_1_3,Included,Included,Included,NA,1.87,B/C,NA,0,A,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,-611.879379563465,-96.160994767783,10.6894531701204,-0.25124893022383,-0.0656914966265079,-0.16830542000929,-0.334355373437266,0.934415738362894,1.47910841885339,0.697558070990859,-0.624508818970228,-0.74077385290618,-0.683612575224303,0.485124227802994,-1.52128978073012
CHZR042301,ERR13759372,Europe,Switzerland,Zurich ,tritici,47.353907,8.625124,2023,Field,NA,21.72,90698,2.23,1_2_1,Included,Included,Included,NA,1.476,B,NA,4,NA,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,-611.879379563465,-96.160994767783,10.6894531701205,-0.25124893022383,0.0446222543479638,-0.322512242267131,-0.479310540244548,0.694621462409239,2.81392475158024,1.39015379400253,-0.874905875463837,-0.930578129217001,-0.882722887183345,0.650919195301298,-1.427104182366
CHZR042302,ERR13759371,Europe,Switzerland,Witikon Zurich,tritici,47.356058,8.59774,2023,Pot,6n,20.92,91898,2.252,1_2_1,Included,Included,Included,NA,1.625,C,NA,0,NA,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,-611.879379563465,-96.1609947677829,10.6894531701204,-0.29358391480367,0.0288631470658971,-0.301525514977603,-0.479310540244548,0.77455288772712,2.2232980556834,1.02307806080634,-0.754232595225953,-1.1048881788902,-0.80429315820329,0.802528497131297,-1.29645964269963
CHZR052205,ERR13759369,Europe,Switzerland,Witikon Zurich,tritici,47.356058,8.59774,2022,Pot,6n,43.5,93538,2.449,1_2_1,Included,Included,Included,NA,2.109,NA,7,0,A,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR2,E_EUR2,1e-05,1e-05,1e-05,1e-05,1e-05,0.994135,1e-05,1e-05,0.005795,-611.879379563465,-96.160994767783,10.6894531701204,-0.29358391480367,0.0288631470658971,-0.301525514977603,-0.479310540244548,0.77455288772712,2.2232980556834,1.02307806080634,-0.754232595225953,-1.1048881788902,-0.80429315820329,0.802528497131297,-1.29645964269963
CHZR062208,ERR13759374,Europe,Switzerland,Zurich,tritici,47.348098,8.624128,2022,Field,NA,40.18,108204,2.137,1_2_1,Included,Included,Included,NA,2.114,A/B,5,4,A,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,-611.879379563465,-96.1609947677829,10.6894531701204,-0.29358391480367,0.0603813616300315,-0.330724439902164,-0.503469734712428,0.674638606079763,2.78707808358493,1.35552400785195,-0.911107859535202,-1.07906446782751,-0.885505877566508,0.902714760913695,-1.27519192693999
CZKA042201,ERR13759381,Europe,Czech Republic,Kroměříž roof of the institute (Agrotest Fyto Ltd.),tritici,49.2849792,17.3643381,2022,Pot,6n,37.33,100083,2.348,1_2_1,Included,Included,Included,NA,1.793,C,NA,4,A,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR2,E_EUR1,0.014149,0.001559,1e-05,1e-05,0.011218,0.784632,0.188397,1.4e-05,1e-05,-766.770699087359,-50.880135052357,-31.1674025104019,-0.29358391480367,-0.711815646644784,0.838145023484196,0.462898044002781,0.77455288772712,0.0991896838944141,-0.767281883178827,-0.0784622258938032,-0.78080060505336,-0.372170651435763,0.69347619230621,-0.126735275919396
CZKA042204,ERR13759376,Europe,Czech Republic,Kroměříž roof of the institute (Agrotest Fyto Ltd.),tritici,49.2849792,17.3643381,2022,Pot,6n,35.16,98074,2.256,1_1_3,Included,Included,Included,NA,2.057,A,5,NA,A,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR2,E_EUR2,1e-05,1e-05,1e-05,1e-05,0.011617,0.889759,0.098564,1e-05,1e-05,-766.770699087359,-50.880135052357,-31.1674025104019,-0.29358391480367,-0.711815646644784,0.838145023484196,0.462898044002781,0.77455288772712,0.0991896838944141,-0.767281883178827,-0.0784622258938032,-0.78080060505336,-0.372170651435763,0.69347619230621,-0.126735275919396
CZKA042205,ERR13759379,Europe,Czech Republic,Kroměříž roof of the institute (Agrotest Fyto Ltd.),tritici,49.2849792,17.3643381,2022,Pot,6n,38.88,100689,2.291,1_2_1,Included,Included,Included,NA,2.265,C,NA,4,A,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR2,E_EUR1,0.049232,0.006003,1e-05,1e-05,1e-05,0.744186,0.200529,1e-05,1e-05,-766.770699087359,-50.8801350523571,-31.1674025104019,-0.29358391480367,-0.711815646644784,0.838145023484196,0.462898044002781,0.77455288772712,0.0991896838944141,-0.767281883178827,-0.0784622258938032,-0.78080060505336,-0.372170651435763,0.69347619230621,-0.126735275919396
CZKA052301,ERR13759375,Europe,Czech Republic,Kroměříž close to the institute (Agrotest Fyto Ltd.),tritici,49.2899058,17.3658633,2023,Field,NA,22.07,108442,2.28,1_1_3,Included,Included,Included,NA,2.134,C,2,4,NA,S_EUR_ME,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EURW_EG,IT+,IT+,IT+_2,0.867484,1e-05,0.000964,1e-05,0.013273,0.118228,1e-05,1e-05,1e-05,-766.770699087359,-50.8801350523571,-31.1674025104019,-0.29358391480367,-0.711815646644784,0.838145023484196,0.462898044002781,0.77455288772712,0.0991896838944141,-0.767281883178827,-0.0784622258938032,-0.78080060505336,-0.372170651435763,0.69347619230621,-0.126735275919396
CZKA052302,ERR13759377,Europe,Czech Republic,Kroměříž close to the institute (Agrotest Fyto Ltd.),tritici,49.2899058,17.3658633,2023,Field,NA,20.92,102116,2.076,1_1_3,Included,Included,Included,NA,2.015,C,4,4,NA,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR2,E_EUR1,1.9e-05,1e-05,1e-05,0.003515,1e-05,0.837167,0.159249,1e-05,1e-05,-766.770699087359,-50.8801350523571,-31.1674025104019,-0.29358391480367,-0.711815646644784,0.838145023484196,0.462898044002781,0.77455288772712,0.0991896838944141,-0.767281883178827,-0.0784622258938032,-0.78080060505336,-0.372170651435763,0.69347619230621,-0.126735275919396
CZPR052201,ERR13759383,Europe,Czech Republic,Prague,tritici,50.081499,14.309154,2022,Pot,4n,30.82,96798,2.244,1_2_1,Included,Included,Included,NA,1.832,C,NA,4,A,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1e-05,1e-05,1e-05,1e-05,1e-05,0.997021,1e-05,0.002909,1e-05,-797.000324909985,-91.0406828425499,-61.2680564167404,-0.378253883963349,-0.475428661687018,0.31438930764987,-0.0202858453548235,0.834501456715537,0.211945689474719,-0.935813509111667,0.066345710391657,-0.95059150529059,-0.581147929298747,0.822033787425215,-0.603739757957051
CZPR052202,ERR13759385,Europe,Czech Republic,Prague,tritici,50.081499,14.309154,2022,Pot,4n,36.15,96988,2.298,1_2_1,Included,Included,Included,NA,2.095,C,NA,0,NA,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,-797.000324909985,-91.0406828425499,-61.2680564167404,-0.378253883963349,-0.475428661687018,0.31438930764987,-0.0202858453548235,0.834501456715537,0.211945689474719,-0.935813509111667,0.066345710391657,-0.95059150529059,-0.581147929298747,0.822033787425215,-0.603739757957051
CZPR052203,ERR13759438,Europe,Czech Republic,Prague,tritici,50.08778,14.28088,2022,Field,NA,39.65,104976,2.178,1_1_3,Included,Included,Included,NA,1.916,A,5,4,A,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR2,E_EUR1,1e-05,1e-05,1e-05,1e-05,1e-05,0.853334,0.146596,1e-05,1e-05,-797.000324909985,-91.0406828425499,-61.2680564167405,-0.378253883963349,-0.45966955440495,0.275153252282491,-0.0444450398227032,0.794535744056596,0.229127556991718,-0.933504856701628,0.0965140304511284,-0.989972664661202,-0.607206839250185,0.831786432572174,-0.602220635402791
